PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|MF_TYPE|NO_UNITS|NO_FLOORS|TOTAL_RMS|GARAGE_SPACES|PARKING_SPACES|LOT_SIZE|ACRE|SQUARE_FEET|COUNTY|STATE|YEAR_BUILT|ASSESSMENTS|TAXES|TAX_YEAR|TOTAL_BRS|TOTAL_FULL_BATHS|TOTAL_HALF_BATHS|BASEMENT_FEATURE|NO_BATHS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|BASEMENT|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|ELECTRIC_FEATURE|ROAD_TYPE|SHORT_SALE_LENDER_APP_REQD|AboveGradeFinishedArea|BelowGradeFinishedArea|TITLE5
"MF"|73361909|"CN207711"|"AC1494"|"ACT"|449000|"391"|"Pleasant St"||858||"01040"|"N"|"Fantastic owner-occupied or investment opportunity in the heart of Holyoke! This expansive 2-family home spans 3 levels, offering flexibility and strong rental potential. The vacant first-floor unit features 4 spacious bedrooms, a living room, kitchen, and in-unit laundry hookups. The second unit includes 4 bedrooms on the second floor plus 3 additional bedrooms in the finished attic—ideal for large households or maximizing rental income. Both units feature hardwood floors, updated gas furnaces, and newer hot water tanks. A clean, full-size basement offers extra storage or creative space. Situated on a double lot, the property provides ample off-street parking and includes a large garage. Conveniently located near shops, parks, schools, highways, and more—this is a must-see for savvy buyers!"|14|4/24/2025 10:27:00 AM|0|"N"||"A"|2|2|18|2|6|7362|0.17|2712|"Hampden"|"MA"|1880|290300|5069|"2025"|11|2|0|"A,I,Q"|"2f;0h"|"N"||"N"||"Y"||"N"||"B,F,J"|"A"|"N"|2712||
"MF"|73373081|"CN254112"|"AN8059"|"ACT"|249925|"44"|"James St"||858||"01040"|"N"|"Welcome to this beautifully maintained 1930s two-family home, where timeless character meets modern comfort. With approximately 1,600 square feet of thoughtfully designed living space, this property offers an inviting blend of classic features and practical updates. You'll love the warmth of the original hardwood floors, the charm of the traditional wood frame construction, and the low-maintenance appeal of vinyl siding paired with a durable shingle roof. The home is efficiently heated with gas, ensuring cozy winters and comfortable year-round living. Currently tenant-occupied, it presents a fantastic opportunity for investors or owner-occupants seeking rental income. Located in a highly desirable neighborhood, this property is just a short stroll from local shops, restaurants, and public transportation—making commuting and daily errands a breeze. Nestled beside a peaceful and picturesque park, the home offers a rare combination of urban convenience and natural beauty. Whether you're e"|4|5/12/2025 12:52:00 PM|0|"N"||"A"|2|2|7|0|0|6251|0.14|1614|"Hampden"|"MA"|1930|180300|3417|"2024"|4|2|0|"Q"|"2f;0h"|"N"||||"Y"||"N"|||"A"|"N"|1614||
"MF"|73376942|"CN250545"|"AN8145"|"ACT"|344900|"437-443"|"Main St"||858||"01040"|"N"|"WOW! PRICE IMPROVEMENT! Prime Investment Opportunity with possible FINANCING for this project already lined up! Make your offer today! This spacious 6-unit “condo” complex is ready for transformation! The property includes: 3 units consisting of 4 bedrooms and FULL 2 baths each unit and 3 units consisting of 3 bedrooms and FULL 2 baths each unit. All 6 units feature a master suite with a walk-in closet and in-suite bath. Nearly 1,700 sq. ft. per unit larger than most single-family homes! Major upgrades already completed. Extensive masonry work. Brand-new commercial membrane flat roofs. New subfloor & Vinyl windows! Fully framed open-concept floor plans & Proper structural LVL beam supports in place! With electricity already ON, this is the perfect summer rehab project. Bring in your contractors and start rebuilding immediately. Sell off the condos at Estimated $275K per unit or keep and rent out for cash flow income. Don’t miss this AMAZING opportunity, call today!"|22|5/18/2025 2:38:00 PM|0|"N"||"E"|6|4|21|0|6|2749|0.06|10560|"Hampden"|"MA"|1900|51900|906.17|"2025"|21|12|0||"12f;0h"|"N"||||"Y"||"N"||||"N"|10560||
"MF"|73400355|"TM331392"|"AN6883"|"ACT"|355000|"180"|"Pine Street"||858||"01040"|"N"|"Attention owner occupants & investors! Don’t miss out on this beautiful 3-family colonial in Holyoke! Unit 1 offers 2 spacious bedrooms, full bath, living room, eat-in kitchen, beautiful tin ceilings, tray ceiling, and overhead lighting. Unit 2 features 2 bedrooms, full bath, bright living room, and eat-in kitchen. Unit 3 is a 1-bed unit perfect for added rental income. Each unit has laundry hookups in the shared basement with additional storage. Recent updates ensure stress-free ownership. Exterior showcases unique bottle-dash stucco glistening in the sun with decorative bargeboard trim. Enjoy a fully fenced yard, updated staircases, storage shed, and 4 off-street parking spaces. Additional features include separate utilities, gas heating & hot water tanks, plus electric baseboard heat in the back unit. Close to downtown shopping, restaurants, parks, & highways. Schedule your showing today – perfect for your next home or investment!"|42|7/7/2025 2:39:00 PM|0|"N"||"B"|3|2|12|0|4|6050|0.14|2658|"Hampden"|"MA"|1900|318100|5554|"2025"|5|3|0|"A,F,G,M,Q,R"|"3f;0h"|"N"||"N"||"Y"||"N"||"D,J"|"A,C,E,I"|"N"|2658|1444|
"MF"|73401289|"CN229674"|"AN8473"|"ACT"|425900|"15-17"|"Oconnor Ave"||858||"01040"|"N"|"Welcome to this beautifully maintained two-family home in the heart of Holyoke! Full of original charm, it’s ideal for multi-generational living or a smart investment. The first-floor unit offers an updated kitchen, hardwood floors, two large bedrooms, and a full bath, all enhanced by classic details like crown molding and decorative casings. The second-floor unit is move-in ready with two bedrooms, one bath, and an expansive third-floor bonus space featuring a half bath, perfect for an office, guest suite, or more bedrooms. With its flexible layout, distinctive architectural touches, and income potential, this home is a rare find.  This home also features a two car detached garage.  Don’t miss your chance, schedule a showing today!"|42|7/8/2025 7:11:00 PM|0|"N"||"G"|2|2|14|2|2|5811|0.13|2799|"Hampden"|"MA"|1900|360500|6294|"2025"|5|2|1|"A,I,Q"|"2f;1h"|"N"||"N"||"Y"||"N"|"3rd Floor offers up to 3-4 additional bedrooms with access from the outside or second floor"|"A,D"|"A,C,E"|"N"|2799||
"MF"|73404373|"G0003000"|"AN5558"|"ACT"|303000|"146"|"Beech St"||858||"01040"|"N"|"The Suffolk is a 3 story, 2 unit property a short walk from downtown Holyoke Massachusetts. It was built in 1879 on a corner lot in a unique architectural style that includes a turret. It features original exterior bracketing, a wood staircase between the 1st and 2nd floors, open exterior porches, native trees and shrubs in the yard, a 3 car driveway and refinished wood floors."|18|7/15/2025 6:49:00 AM|0|"N"||"A"|2|3|14|0|3|3189|0.07|2062|"Hampden"|"MA"|1885|249600|4358|"2025"|5|2|0|"G,I,Q"|"2f;0h"|"N"||||"Y"||"N"||"D,H"|"A,C"|"N"|2062||
"MF"|73404594|"CN254365"|"AN8512"|"ACT"|399000|"17-19"|"Dexter St"||858||"01040"|"N"|"Welcome to 17-19 Dexter Street in Holyoke, a well-maintained brick two-family home that blends character and functionality.Perfect for owner-occupants! This property offers two spacious bedroom, one-bathroom in each unit, with updated kitchens and plenty of natural light. Includes a detached two-car garage along with additional paved off-street parking. Enjoy outdoor living with a fenced-in backyard, great for relaxing or entertaining. Located in the Elmwood neighborhood, this property offers easy access to local schools, shops, parks, and downtown Holyoke. 17-19 Dexter Street is a solid opportunity in a desirable part of the city."|15|7/15/2025 12:30:00 PM|0|"N"||"G"|2|2|8|2|4|9252|0.21|1920|"Hampden"|"MA"|1950|287200|5015|"2025"|2|2|0||"2f;0h"|"N"||"N"||"Y"||"N"|||"A"|"N"|1920||
"MF"|73385939|"M9500387"|"J02000"|"ACT"|659900|"318"|"Newton St"||859||"01075"|"N"|"Fully Remodeled Mixed-Use Property! Whether you're looking for rental income to help pay the mortgage, an investor, or someone dreaming of living where you work, this one-of-a-kind property offers flexibility, function & style! 1st floor offers 1,200 sq ft Office Space with 5 Rooms & 2 half baths, this space can easily be converted into 2 office spaces or possibly a 3rd apartment, 2nd floor offers 1,200 sq ft 3 BR apartment, 3rd floor offers a 600 sq ft 1 or 2 BR apartment, recently painted exterior, updated kitchens & baths, natural gas heat & hot water, 8X34 porch with views of SH High playing fields, 2 car garage (can be knocked down for additional parking), separate electrical panels, too many updates to list! Easy commute to Routes 90 & 91! Don’t miss your chance to own a truly unique and functional property where you can live, work, and/or invest - all in one place! Excellent Investment or Owner Occupant Opportunity!!"|41|6/5/2025|0|"N"||"B"|3|3|14|2|6|5880|0.13|3000|"Hampshire"|"MA"|1900|312400|4977|"2025"|5|2|2|"A,Q,R"|"2f;2h"|"N"||||"Y"|"N"|"N"||"D,F,J"|"A,C,E,I"|"N"|3000||
"MF"|73389321|"TEAM0438"|"AN7279"|"ACT"|400000|"21"|"High St"||859||"01075"|"N"|""|19|6/11/2025 1:17:00 PM|0|"N"||"B"|3|3|14|0|5|17583|0.4|2543|"Hampshire"|"MA"|1870|307000|4891|"2025"|6|3|0|"A"|"3f;0h"|"N"||||"Y"|"N"|"N"||"D"|"A,C,E"|"N"|2543||
"MF"|73337497|"M0000275"|"AN7318"|"ACT"|296900|"50-52"|"Orange Street"||862||"01085"|"N"|"Investment duplex has rare four car (double depth) detached garage with concrete floor, and partial basement with concrete ceiling and exterior access door.  Perfect for multi-family investor's storage/workshop or owner-occupied tradesperson. Separate disconnected garage electric meter requires electrical inspection prior to reconnecting. Vacant apartment will remain unoccupied for the duration of the sale. Brand new furnace in vacant unit. Both units are LEAD COMPLIANT, metered separately for gas& electricity, and have interior walk-up access to open 3rd floor attic. Deep lot, ideal for backyard gardening!!"|18|4/2/2025 4:20:00 PM|0|"N"||"D"|2|2|8|4|8|8102|0.18|1984|"Hampden"|"MA"|1900|242200|3698|"2025"|4|2|1|"A,F,G,L,M,Q,R"|"2f;1h"|"N"||||"Y"|"N"|"N"|"Walkup attic entry from interior bathroom door."|"A,B,D,J"||"N"|1984|0|
"MF"|73375649|"M0001455"|"M61300"|"ACT"|339900|"13"|"William St"||862||"01085"|"N"|"Excellent investment opportunity for shrewd investor!  Difficult to find 3-family in good condition priced below all other 3-families sales.   All utilities are separate;  tenants pay their own heat, hot water, gas & electric.  New kitchen in one apartment and newer laminate flooring in most rooms in addition to hardwood flooring, double-pane replacement windows throughout, full basement for storage.  Single-car garage has been rented in the past for additional income.  Where can you find a multi-family with not 1, but 3 excellent tenants already?"|18|5/15/2025 11:40:00 AM|0|"N"||"J"|3|3|10|1|3|4950|0.11|1860|"Hampden"|"MA"|1910|284700|4322|"2025"|5|3|0|"A,I,M,Q"|"3f;0h"|"N"||"N"||"Y"||"N"||"D,F,J"|"A,C,E,I"|"N"|1860||
"MF"|73400596|"CN243400"|"AN4072"|"ACT"|349900|"74"|"Point Grove Rd"||863||"01077"|"N"|"Great location and great opportunity for this two-family home in Southwick! Currently being used as a single family, this well cared for home boasts 5 bedrooms, 2 kitchens, 2 living rooms, 2.5 bathrooms, and storage space. Walking distance to the Congamond Lakes and North Pond, the Marina, and the golf course! Updates include the roof, furnace and oil tank all 5 years old (APO). Listed in public record as a two family: Unit 1 consists of 4 bedrooms and 1.5 bathrooms with laundry hookups and a spacious kitchen and living room. The second unit in the basement is a living room one bedroom combo, a kitchen, a full bathroom, and laundry hookups. Looking for more opportunity? With some landscaping and city approval, utilize the .3 acres for another dwelling. This property is also within close proximity to restaurants, stores, and 1 mile from schools. Don't miss this opportunity to own this versatile two family home delivered vacant! With some touch-ups and TLC make this home yours today!"|26|7/9/2025 9:01:00 AM|0|"N"||"A"|2|2|6|0|4|16117|0.37|1469|"Hampden"|"MA"|1940|261700|4075|"2025"|5|2|1|"E,F"|"2f;1h"|"N"||"Y"|"G"|"Y"||"N"||||"N"|1469|700|
"MF"|73354104|"TM009494"|"AC1693"|"ACT"|599900|"45"|"Elm St"||865||"01057"|"N"|"Knock, Knock!  Opportunity is at the door. This six family has been renovated over the years. There are two units that need some updating and would help increase rents. Plenty of off street parking in a paved area. There is plenty of outdoor space for relaxing and enjoying the country living lifestyle. Each unit has its own private porch and in unit laundry. There are four two plus bedroom units and two single bedroom units. The Monson area is a very nice location with quick routes tom the Pike in either direction, and just a short trip over the mountain to Wilbraham. Monson has a wonderful school system and community."|8|4/2/2025 7:59:00 PM|0|"N"||"E"|6|2|30|0|8|287496|6.6|3536|"Hampden"|"MA"|1875|349800|5202|"2025"|8|6|0|"A,M"|"6f;0h"|"N"||"N"||"Y"||"N"||||"N"|3536||
"MF"|73368995|"TEAM0204"|"AN7885"|"ACT"|650000|"124-126"|"Main St"||865||"01057"|"N"|"Rare investment opportunity in the heart of downtown Monson! This 4-family setup includes a 3-family and a single-family home on a 1-acre lot, fully rented and generating strong, consistent income. The single-family offers great potential for owner-occupancy, while the 3-family provides excellent income to offset expenses. Tenants enjoy close proximity to shops, restaurants, and amenities, plus direct access to town fields with pickleball, trails, and a playground—making it highly desirable and easy to keep occupied. Possible commercial zoning adds future flexibility. A smart investment or live-in opportunity!"|38|5/2/2025 7:19:00 PM|0|"N"||"L"|4|2|14|0|6|43560|1|3342|"Hampden"|"MA"|1900|346100|5147|"2025"|7|5|0|"A"|"5f;0h"|"N"||"N"||"Y"||"Y"|"1 unit is efficiency unit"|"K"|"A"|"N"|2106|1236|
"MF"|73378596|"CN251622"|"AN7449"|"ACT"|350000|"2018-2020"|"Prospect St"||866|"874"|"01080"|"N"|"Consistent upgrades and maintenance, following a full remodel in 2004, make this side-by-side duplex stand out! Take note sharp owner-occupants seeking to offset expenses with rental income, or investors. The property features two units, both w/ 1st floor laundry, ample closets and spacious separated basements.  Unit 2020, 2bd, 1.5 bath, is move-in ready and will be delivered vacant at closing. Unit 2018, 2 bd, 1 bath, is rented to tenant w/ strong payment history. Monthly rent, $1,100, well below HUD fair market rent of $1,496. Unit 2020: New Flooring, freshly painted (Fall 2024.) Unit 2018: New dishwasher. New microwave (2025.)  Detached oversized single-car garage had a new door and automatic opener installed (2022.) Paved parking in rear of home accommodates six vehicles. Quiet, dead-end street. Walking distance to downtown Three Rivers: Hryniewicz Park, Laviolette Field, restaurants, & retail stores."|38|5/21/2025 8:56:00 PM|0|"N"||"F"|2|2|8|1|6|5227|0.12|2156|"Hampden"|"MA"|1915|299200|5454|"2025"|4|2|1|"G,M"|"2f;1h"|"N"||||"Y"||"N"|||"H"|"N"|2156||
"MF"|73402995|"CN240220"|"AN8227"|"ACT"|399999|"438"|"State St"||867||"01007"|"N"|"Rare two-family with proven rental history! This well-cared-for property combines functionality and investment potential. The spacious fenced-in yard offers plenty of room for play, gardening, and enjoyment. Upstairs, the unit has been updated with refinished hardwood floors, new vinyl kitchen flooring, modern white cabinetry, granite counters, updated appliances and recessed lighting, fresh trim and doors and a full interior and exterior repaint. The lower unit features fresh paint with newer vinyl flooring and can be delivered vacant at closing, making it an ideal option for owner-occupants looking to offset their mortgage. Even better, this property offers low-maintenance living with current tenants handling lawn care and driveway snow removal. With a solid rental track record, long-term family ownership, and comprehensive updates inside and out, this is a standout opportunity in a town where multi-families are few and far between. Now is your chance - don't miss this rare property!"|19|7/10/2025 7:53:00 PM|0|"N"||"G"|2|2|9|2|6|25003|0.57|1459|"Hampshire"|"MA"|1964|315000|4616|"2026"|4|2|0|"A,F"|"2f;0h"|"N"||||"Y"||"Y"|"utilities not separated"|"H"||"N"|912|547|"A"
"MF"|73378182|"M9502502"|"AC1088"|"ACT"|349999|"21-23"|"Maple Ave"||868||"01082"|"N"|"Investor Special!  Recent fire, two units were affected, they have been demoed/cleaned and are ready to be put back together.  Two units are occupied.  This property has been maintained meticulously by a long time owner and is a rare find in today's market, located in a great area, with a fenced in yard.  There may be potential to permit/renovate/add an extra unit on the third floor.  Buyer to verify any/all uses, permitting, and regulatory compliance.  Seller makes no representations or warranties.  Property to be sold As Is.  Cash or rehab purchasers only.  Easy to show!"|7|5/21/2025 10:57:00 AM|0|"N"||"C"|4|2|14|0|6|5798|0.13|3330|"Hampshire"|"MA"|1890|214400|3229|"2025"|6|4|0|"A,G,I"|"4f;0h"|"N"||||"Y"||"N"||"D,J"|"A,C"|"N"|3330||
"MF"|73387206|"M7000017"|"AN5402"|"ACT"|545000|"16-22"|"East St"||868||"01082"|"N"|"Whether you're expanding your real estate portfolio or looking to live in one unit and rent the others; 16-22 East Street is a versatile, income-generating property you won't want to miss. A well-maintained residential multi-family property that is located in the heart of Ware! This rare offering presents an outstanding opportunity for investors or owner-occupants seeking consistent rental income and long-term value in a convenient central location; this multi-unit property features spacious apartments with solid rental history with a potential for increased cash flow. Tenants will appreciate the convenient downtown location, a close distance to local shops and services, and easy access to Route 9 and other commuter routes. Walk up attics are extra living space or great storage. Basements are private and spacious - ELECTRICAL UPDATES,All boilers just serviced, TRULY A TURN KEY INVESTMENT!!"|33|6/6/2025 7:39:00 PM|0|"N"||"L"|4|3|20|0|4|5523|0.13|4515|"Hampshire"|"MA"|1880|230200|3467|"2025"|12|4|0|"A,G"|"4f;0h"|"N"||"N"||"Y"|"N"|"N"||"D"|"A,C,E,I"|"N"|4515||
"MF"|73401807|"TM326358"|"AN7494"|"ACT"|275000|"114"|"North St"||868||"01082"|"N"|"Welcome to this well maintained multi-family home nestled on an oversized lot with a spacious backyard—perfect for outdoor entertaining, gardening, or potential future expansion. This versatile property features two separate units, ideal for investors or those looking to live in one and rent the other!The first-floor 1-bedroom unit has been recently updated with modern finishes, showcasing brand-new electrical, a new furnace, and thoughtful upgrades throughout. Upstairs, the second-floor 2-bedroom unit offers ample living space and potential for customization. Whether you're looking to expand your portfolio or offset your mortgage with rental income, this property offers flexibility and long-term value.With one unit to be delivered vacant at closing, you have the perfect opportunity to move right in or select your own tenant. Don’t miss the chance to own a well-maintained, income-producing property!"|9|7/9/2025 12:44:00 PM|0|"N"||"A"|2|2|8|1|4|10751|0.25|1598|"Hampshire"|"MA"|1890|221700|3339|"2025"|3|2|0|"A,F,G,Q,R"|"2f;0h"|"N"||"N"||"Y"||"N"||"D"|"A"|"N"|1598||
"MF"|73401626|"TM333074"|"BB9067"|"ACT"|449900|"87"|"West Rd"||1034||"03224"|"N"|"Welcome to 87 West Road, Canterbury, NH – a charming countryside retreat set on a peaceful, private lot. This well-maintained home features 4 bedrooms, 2 baths, and an open-concept living area with abundant natural light. Enjoy the updated kitchen, cozy wood stove, and spacious deck overlooking the beautiful yard. Perfect for gardening, relaxing, or entertaining, the property offers the best of rural living with easy access to I-93 and Concord. A true New England gem in a scenic, sought-after location!"|21|7/9/2025 10:51:00 AM|0|"N"||"A"|2|2|8|0|4|958320|22|2284|"Merrimack"|"NH"|1900|183868|4170|"2024"|4|2|0|"F"|"2f;0h"|"N"||"N"||"Y"||"N"||"D,H"|"A"|"N"|2284||"D"
"MF"|73373208|"CN257276"|"AN8574"|"ACT"|1050000|"19"|"Central St"||1055||"03038"|"N"|""|2|5/12/2025 4:10:00 PM|0|"N"||"P"|7|3|17|0|10|16988|0.39|2848|"Rockingham"|"NH"|1920|678100|12674|"2024"|7|7|0|"L"|"7f;0h"|"N"||||"Y"||"N"||||"N"|2848||
"MF"|73398458|"CN257280"|"AN8574"|"ACT"|1050000|"19"|"Central St"||1055||"03038"|"N"|"Northeast Private Client Group is pleased to present Central Street Apartments located at 19 Central Street in Derry, NH.This property features seven residential units. Mix of (4) studios & (3) one-bedroom floor plans. 5,188 total gross square feet, including finished attic space and an open frame porch. A full unfinished basement for storage or potential upgrades. Originally built in 1920, wood frame construction with durable vinyl/aluminum siding and a gable/hip roof. A detached shed (120 sq ft) for additional storage or tenant use. Set on a 0.39-acre lot, the property has ample off-street parking for tenants. Just steps from downtown shops, dining, public transportation, and major commuter routes.All interested and qualified parties will have the opportunity to tour the building during scheduled appointments & obtain additional information upon request."|10|6/30/2025 2:31:00 PM|0|"N"||"P"|7|3|17|0|10|16988|0.39|2848|"Rockingham"|"NH"|1920|678100|12674|"2024"|7|7|0|"L"|"7f;0h"|"N"||||"Y"||"N"||||"N"|2848||
"MF"|73358478|"CN227329"|"AN5155"|"ACT"|612000|"8"|"Island Path"||1091||"03842"|"N"|"Duplex in the heart of Hampton Beach! Updated, year-round property offers the perfect opportunity for a primary residence, vacation home, or investment. Live in one unit and rent the other, or rent both for maximum income potential. Each level features 2 bedrooms, 1 full bath, and an open-concept kitchen and living area. Unit A includes a composite deck, Unit B boasts a charming 3-season sun porch. Modern updates and efficient mini-split systems provide comfortable living with both heat and A/C year-round. Tucked in the sought-after Island Path neighborhood, you’re just steps from the sand, surf, and boardwalk, with easy access on and off the beach. Home comes fully furnished, ready for immediate occupancy or rental. With Hampton Beach resident parking sticker, 2 spots at the property and, the owner has secured two additional parking spaces for the summer season. Don’t miss this turn-key beach property with income potential. Easy to show!"|42|7/1/2025 9:47:00 AM|0|"N"||"G"|2|2|8|0|1|1306|0.03|1040|"Rockingham"|"NH"|1910|517300|6653|"2024"|4|2|0||"2f;0h"|"N"||"N"||"N"|"N"|"N"|"Sq ft finished includes unheated sun room on second level"|"D"|"A,C"|"N"|1040||
"MF"|73386930|"BB922106"|"BB5298"|"ACT"|1195000|"977"|"1st NH Turnpike"||1161||"03261"|"N"|"""The Cottages at Harvey Lake."" This exceptional property features eight charming cottages and a main residence, boasting 475 feet of stunning waterfront. Enjoy spectacular views, a deep-water dock, and a sandy beach perfect for year-round water activities.  This actively operating residential/recreational business is available for purchase and includes all business assets, for which a separate list is available.  The property's prime location offers both tranquility and convenience. It is within a short drive to major population centers, including being just 30 minutes from Concord and Portsmouth, and 90 minutes from Boston. The meticulously maintained residence features exposed beams, hardwood flooring, a modern kitchen with granite countertops and stainless steel appliances, updated bathrooms and windows, a deck, and a three-season porch.  The hospitality cabins are well-appointed, each including a kitchenette, a three-quarter bath, heat and air conditioning, a gas grill, a fire pit,"|42|6/6/2025 11:11:00 AM|0|"N"||"E"|9|1|26|0|21|74052|1.7|5037|"Rockingham"|"NH"|1796|711500|11078|"2024"|9|9|0|"B"|"9f;0h"|"Y"|"C,H,I,R,W"|"Y"|"G"|"Y"|"N"|"N"||"D"|"A"|"N"|5037||
"MF"|73382330|"F00191FN"|"F19101"|"ACT"|549900|"3"|"Elm"||1173||"03865"|"N"|"Previously accepted offer fell through due to mortgage lender's miscalculation. Easy care 2-Family home w/ideal in-home business option. CV (Commercial Village) Zoning allowing Town approved in-home business for now or as a future option. Landmark location directly across from Plaistow Town Hall and Town Common with Giant Gazebo used for concerts. Units are of 4/4 w/2 bedrooms each flr. 1st flr owner's unit has modern fully applianced kitchen w/tile flrs, trac lighting, breakfast bar, living rm has gas fireplace stove, enclosed heated front porch offering varied uses. Hardwood floors are in abundance. Separate utilities: 2 heating, 2 hot water heaters, 2 100 AMP Circuit Breaker elect panels. 1st unit also has a 2-way variable heating system. Owner's 1st flr unit has a Giant rear deck. Direct walkout basement invites workshop space. Numerous updates. Septic just inspected. Get that Old New England Town feeling in this wonderful location. Near major highways and numerous retailors. ."|19|5/31/2025 11:32:00 PM|0|"N"||"G"|2|2|8|0|4|9583|0.22|1776|"Rockingham"|"NH"|1900|287800|6429|"2023"|4|2|0|"A,F,G,I,J,R"|"2f;0h"|"N"||"N"||"Y"|"N"|"N"|"1st floor front (electric heated) porch for variable uses"|"D,F,J"|"A,C,E"|"N"|1776||
"MF"|73375019|"BB810625"|"AN0531"|"ACT"|875000|"12"|"Callender Ave"||2005||"02840"|"N"|"This quintessential Newport colonial, circa 1853, is a highly limited and sought after multi-family home located just steps from Newport's most desirable restaurants, art galleries, and shops in the Off-Broadway neighborhood. This multi-family home is comprised of 2 living units - a PERFECT setup. Fabulous rental history. The home also could be easily converted back to a single-family home. The home consists of a 1 bedroom apartment on the 1st.floor and a 3 bedroom apartment on the 2nd and 3rd floors. The 1st floor apartment has an open living space consisting of a galley kitchen with Thomasville cabinetry, dining area, and LR  area. This area has recently installed ceiling fan and LED light fixtures. The 2nd floor includes 1 of the 3 bedrooms of the 2nd unit, a full bathroom, a spacious, light filled eat in kitchen, and a living room. The 3rd floor consists of a 1/2 bath & 2 bedrooms. Updated Pella windows. There is a lovely, inviting fenced in back yard & plenty of on street parking."|42|5/14/2025 5:11:00 PM|0|"N"||"A"|2|2|7|0|0|1629|0.04|1600|"Newport"|"RI"|1853|744900|6123|"2024"|4|2|1|"A"|"2f;1h"|"N"||||"Y"||"N"||"F"||"N"|1600||
"MF"|73351938|"CN230439"|"AN1257"|"ACT"|544000|"1382"|"Hope St"||2006||"02809"|"N"|"Welcome to the third oldest home in Bristol! This charming two-family property is a rare gem for contractors and investors looking to customize their next investment. Each spacious unit boasts nearly 1,500 square feet, offering ample room for creativity and renovation. Step inside to discover the home’s historic charm, highlighted by seven beautiful fireplaces that add character and warmth. The property also features generous outdoor space, providing plenty of room for parking and outdoor enjoyment and 3rd floor loft potential. Don’t miss this unique opportunity to restore and enhance a piece of Bristol’s history!Please note that the sale is subject to the Seller finding suitable housing. Schedule your showing today and envision the possibilities!"|24|3/30/2025 1:20:00 PM|0|"N"||"G"|2|3|17|0|5|14810|0.34|3248|"Bristol"|"RI"|1690|583600|8065|"24"|5|2|1|"A,G,I,J,M,Q,R"|"2f;1h"|"N"||"N"||"Y"||"N"|"Living area includes 3 floor unfinished loft"|"D,F"|"A,C,E"|"N"|3248||
"MF"|73338259|"BB980005"|"BB4587"|"ACT"|699000|"98"|"Penn St"||2010||"02909"|"N"|"Located between Atwells Avenue & Broadway, 98 Penn Street offers a prime opportunity to experience the vibrant & eclectic West Side of Providence. This legal three-family property features three well-appointed two-bedroom, one-bath units, each with hardwood floors & architectural details that add to the home’s character. ** The interiors & mechanicals have been updated, while long-term tenancy has kept rents below market value, presenting significant upside potential. Each unit offers a functional layout with well-proportioned rooms, maintaining a balance of charm & modern convenience.** Ideally situated with easy access to downtown, the East Side, hospitals, highways, & within walking distance to the train station, this property is well-positioned for both investors & owner-occupants seeking a strong location & long-term value."|38|2/25/2025 3:58:00 PM|0|"N"||"B"|3|3|15|0|1|1820|0.04|2044|"Providence"|"RI"|1920|418200|7674|"2024"|6|3|0|"A"|"3f;0h"|"N"||||"Y"||"N"||||"N"|2044||
"MF"|73338262|"BB980005"|"BB4587"|"ACT"|549000|"100"|"Penn St"||2010||"02909"|"N"|"100 Penn Street – Modern Two-Family in the Heart of Providence’s West Side! ** Located between Atwells Avenue & Broadway, 100 Penn Street offers a rare opportunity to own a newer construction two-family home in one of Providence’s most sought-after neighborhoods. This immaculate property features spacious, modern units designed for comfort & functionality. ** Each unit boasts an open & well-appointed layout with contemporary finishes, generous living spaces, & abundant natural light. Thoughtfully designed interiors provide a seamless blend of style & convenience, making this property ideal for owner-occupants or investors seeking low-maintenance living. ** With a prime location offering easy access to downtown, the East Side, hospitals, highways, & within walking distance to the train station, 100 Penn Street delivers exceptional convenience in a vibrant & dynamic community."|34|2/25/2025 4:02:00 PM|0|"N"||"F"|2|2|8|0|1|2180|0.05|1694|"Providence"|"RI"|1930|356500|6542|"2024"|4|2|2||"2f;2h"|"N"||||"N"||"N"||||"N"|1694||
"MF"|73338266|"BB980005"|"BB4587"|"ACT"|775000|"102"|"Penn St"||2010||"02909"|"N"|"Ideally located between Atwells Avenue and Broadway, 102 Penn Street presents a prime opportunity in the heart of Providence’s eclectic West Side. This well-maintained three-family property features two spacious three-bedroom, one-bath units & a well-appointed two-bedroom, one-bath unit. ** The property boasts a maintenance-free exterior, updated interiors, & architectural details that enhance its character and charm. A large parking area adds convenience for residents, while long-term tenancy has kept rents below market value, offering strong investment potential. ** With easy access to downtown, the East Side, hospitals, highways, & within walking distance to the train station, 102 Penn Street is a rare opportunity for investors or owner-occupants seeking space, location, & future value."|38|2/25/2025 4:08:00 PM|0|"N"||"B"|3|2|15|0|4|4000|0.09|2596|"Providence"|"RI"|1920|449400|8246|"2024"|8|3|0|"A"|"3f;0h"|"N"||||"Y"||"N"||||"N"|2596||
