PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|SALE_AGENT|SALE_OFFICE|SALE_PRICE|SETTLED_DATE|NEIGHBORHOOD|COUNTY|STATE|LD_TYPE|LOT_SIZE|ACRE|ROAD_TYPE|LAND_DESC|ZONE_USAGE|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|ELECTRIC_FEATURE|SHORT_SALE_LENDER_APP_REQD
"LD"|73338013|"CN229008"|"H10900"|"SLD"|120000|"0"|"Blossom Street"||455||"01420"|"N"|"Attention Developers & Builders! 0 Blossom Street is a 17,358 sq. ft. corner lot with 250+ feet of frontage in Residence C zoning. Meets ANR requirements for three single-family lots, with engineering plans in hand. Formerly a parking lot, the cleared site has a gentle slope and offers water, sewer, and gas at the street. Situated minutes from the Fitchburg Commuter Rail Station and just off Main Street, which is undergoing hundreds of millions in renovations. Multi-family use is allowed with a special permit from the ZBA (not yet approved or applied for). The highest and best use is multi-family or townhome development, A prime investment opportunity in a rapidly growing area!"|5|2/26/2025 3:11:00 PM|0|"N"|"CN229008"|"H10900"|120000|4/1/2025||"Worcester"|"MA"|"A"|17358|0.4|"A,C,E,I,L"|"B,H,J,P,Q,U"|"A"|"N"||"N"||"N"|"B,C"|"N"
"LD"|73339037|"BB900921"|"AN6192"|"SLD"|48000|"6- 8"|"Whittier Place"||1|"109"|"02114"|"N"|"West End - Whittier Place Condominium- Garage parking space, in a self-park 24/7 garage. You do not need to own or rent a residential unit at Whittier Place to purchase and or to rent out a parking space here.  2025 Monthly HOA fee is $231.00 a month.  FY 2025 City of Boston taxes are 440.04. Located in one of the most convenient areas of the city, offering commuters accessibility to nearby MGH, Kendall Sq, Financial District, and other downtown office locations."|3|2/26/2025 9:11:00 PM|0|"N"|"TM301206"|"BB5522"|48000|3/27/2025||"Suffolk"|"MA"|"E"|0|0||"O"|"C,D"|"N"||||"N"|"F"|"N"
"LD"|73339046|"C0003110"|"C95245"|"SLD"|1198000|"934"|"Lynnfield"||313||"01940"|"N"|"Attention Builders!  These lots are shovel ready. Foundation permits pulled for 2 buildings. Tie in to Lynn public sewer,Lynnfield public water, electricity at street. 2 adjacent ANR lots endorsed by planning board offered as a PACKAGE.Lots have separate addresses. See list#73339043 for 934 Lynnfield Street & list#73339045  for 60r Lynnbrook Road. Assessed & taxes are combined for the 2 lots. Deed referenced in mls is for 934 Lynnfield,  this listing is for two adjacent lots offered together. please see attached docs for all deeds and more details. Please don't walk the lot without an appointment."|15|2/26/2025 9:53:00 PM|0|"N"|"TM359790"|"AN6239"|1170000|4/18/2025||"Essex"|"MA"|"A"|53509|1.23|"A,C,E,G"|"B,F,Q,U"|"A,B"|"N"|||||"B"|"N"
"LD"|73339414|"CN238935"|"AN3444"|"SLD"|165000|"243"|"Joslyn Rd"||416||"01037"|"N"|"Beautiful piece of land with all the privacy you could ever ask for! Here is your opportunity to build your dream home on this cleared lot of 12+ acres. With over 1000 feet of frontage, this lot also has the potential to be subdivided (buyer to verify with towns). Fields, farms and glorious views, yet still conveniently located near Rt 32. A complete paradise for nature lovers and outdoor enthusiasts alike. Close access to miles of hiking tails on Quabbin land! Approved septic design in hand AND well already installed! Bring your plans today! Buyer must be accompanied by a licensed agent."|5|2/27/2025 3:55:00 PM|0|"N"|"CN240824"|"AN7014"|165000|5/9/2025||"Worcester"|"MA"|"A"|536267|12.31|"A"|"D,E,Q,R"|"A,E"|"N"||||"N"|"C"|"N"
"LD"|73339720|"CN245858"|"M80012"|"SLD"|45000|"N S"|"Paramount St"||839|"846"|"01104"|"N"|"Buildable residential lot conveniently located in East Springfield, zoned for single-family. A great opportunity awaits!"|5|2/28/2025 1:12:00 PM|0|"N"|"TM357889"|"AN7885"|45000|4/22/2025||"Hampden"|"MA"|"A"|7500|0.17||"D"|"A"|"N"|||||"F"|"N"
"LD"|73339858|"FR800332"|"AN0304"|"SLD"|275000|"0"|"Hillcrest St"||157||"02714"|"N"|"Prime opportunity in Dartmouth's General Business District! This 1.4-acre lot offers versatile potential for a variety of commercial uses, including retail sales, professional offices, restaurants, entertainment facilities, veterinary hospitals, medical or dental offices, and nurseries or greenhouses.Located close to Route 6, I-195, and UMASS Dartmouth, with easy access to Cape Cod, Newport, and Providence, this property is perfect for landscapers, contractors, sports/recreation businesses, and more.The lot features three barns, including a structure that could serve as an office if not removed for new development. There may also be potential to build a single-family residence, subject to town approval.Seize this rare opportunity to establish your business in a highly accessible location with endless possibilities!"|9|2/28/2025 8:24:00 PM|0|"N"|"FR000305"|"AN4389"|250000|4/30/2025||"Bristol"|"MA"|"F"|60984|1.4|"A"|"D,Q"|"H"|"N"||"N"|||"B"|"N"
"LD"|73339894|"BB807267"|"AN8381"|"SLD"|265000|"75"|"Salisbury St., Lot 12"||175|"28E"|"02769"|"N"|"Build your dream home on this Beautiful Country Road with 8.4 acre ""Retreat Lot"". Situated several hundred feet off the road with an abundance of Privacy! Water Table, Perc Data, Soil Test and Survey Ready to Go! Seller is providing an approved Septic Design prior to closing. Restrictive Covenants apply, see Bk 28049 Pg 283. Contiguous Upland, 5.0 Acres+-. Total Wetlands 3.4 Acres+-. Less than 20 minutes to the Attleboro Train Station."|8|3/1/2025 7:14:00 AM|0|"N"|"H1111111"|"AN1238"|260000|7/2/2025||"Bristol"|"MA"|"A"|366057|8.4|"A,C,E"|"G,I"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73339919|"M9500201"|"AN7274"|"SLD"|64900|"ws"|"buckingham street"||839||"01109"|"N"|"FLAT OVERSIZED BUILDING LOT!!! close to Highways, shopping, downtown. don't wait and lose out on this beautiful flat Lot!"|2|3/1/2025 10:15:00 AM|0|"N"|"CN249776"|"NB2609"|55000|5/7/2025||"Hampden"|"MA"|"A"|15333|0.35|"A,E"|"D"|"A"|"N"||"N"|||"B"|"N"
"LD"|73339920|"K0001035"|"AN0394"|"SLD"|325000|"4"|"Sibley St"||443||"01519"|"N"|"Sublime half acre lot in a premium Grafton location within walking distance to Town common and the Historic District, and directly across the street from Magill Drive and Highfields Golf & CC.   Town water and sewer.  The lot is cleared and bordered by stone walls, and is slightly elevated above the street.  Many homes in the area are valued in excess of $1M, so this could be the perfect spot for your dream home.  Quick access to Pike, 140, 495, 9, Train.  The Grafton Town Center/Common offers much for its residents and visitors, including concerts on the common, Farmer's Market, and various events throughout the warmer months.  Grafton has one of the prettiest, most quinessential town commons, and has been used as a backdrop for movies and commercials.  This is a very rare opportunity to establish a home in a truly sought after location."|15|3/1/2025 10:29:00 AM|0|"N"|"TM320998"|"AN7711"|315000|4/17/2025||"Worcester"|"MA"|"A"|24042|0.55|"A"|"D"|"A"|"N"|||||"B"|"N"
"LD"|73339990|"CN236664"|"AN1210"|"SLD"|75000|"lot 37"|"O'Neil"||426||"01083"|"N"|"The leg work has been taken care of, allowing you to get on with your Spring build with confidence!  Complete with a 3 bedroom septic design, perk test, roughed in driveway, and with much clearing having been done, you couldn't find a better option to get your new home build quickly underway. This 3 acre piece of land is set back on a quiet country road but still close to local conveniences. The trail cameras show that it's a favorite oasis for local wildlife. The property is staked, but buyer and buyer's agent to do their own due diligence. Please schedule a showing to see the property.  No unaccompanied walking of the land."|5|3/1/2025 5:02:00 PM|0|"N"|"CN229010"|"H95115"|100000|4/30/2025||"Worcester"|"MA"|"A"|136521|3.13|"A"|"E,H,I,K"|"A"|"N"|||||"B"|"N"
"LD"|73340117|"BB902158"|"AN5887"|"SLD"|650000|"0"|"Eliot St"||50||"01760"|"N"|"Rare opportunity to build on a .92 acre lot on the Charles River! Mass DEP approved until March 2026. Sold as is - no offers subject to permits, approvals or otherwise."|6|3/2/2025 4:39:00 PM|0|"N"|"BB980454"|"AN6230"|600000|6/13/2025||"Middlesex"|"MA"|"A"|40202|0.92|"A"|"N"|"A"|"Y"|"D"|"Y"|"N"||"B"|"N"
"LD"|73340836|"CN208293"|"C03800"|"SLD"|1250000|"10"|"Featherbed Lane"||157|"08Q"|"02748"|"N"|"This is a rare opportunity to build your dream home in the historical, gated community of Nonquitt, with all the amenities that being a proprietor includes. Lot is 2.8 acres, on a quiet street.  This large private lot, in South Nonquitt, has successfully perc'd, abuts the Nonquitt Marsh and sits across the marsh from DNRT conservation land. There is water and electric at the street. Nonquitt has a nine hole golf course, 6 clay tennis courts, 2 pickleball courts, 3 sandy beaches and a summer day camp for kids age 4-11, and the buyer will look forward to decades of future memories to be made! The agent must accompany all prospective buyers on the property at the sellers request. Buyers must complete their own due diligence, although quite a bit of engineering has been done in the past, including some house plans,all available for perusal.  A must-see in an idyllic spot. This is one of the last vacant lots available in Nonquitt.  Offer deadline 4/4/25 at 5pm."|11|3/4/2025 12:18:00 PM|0|"N"|"CN208293"|"C03800"|1010000|5/16/2025||"Bristol"|"MA"|"A"|121967|2.8|"A"|"C,G,H,I,U,V"|"A"|"Y"|"I,R,T,W"|||"N"|"B"|"N"
"LD"|73340909|"NA110526"|"NA9365"|"SLD"|750000|"70"|"Brimmer"||1|"102"|"02108"|"N"|"Valet garage parking space available at The Brimmer Street Garage. This facility offers convenient services such as refueling, car washing, and other concierge options. Please refer to the attached Rules and Regulations for details. Note that trucks of any kind are not permitted in the garage. Staff is unavailable from 10 PM to 6 AM on weekdays and from midnight to 6:30 AM on weekends. However, if you need access to your car during these hours, you can arrange in advance to have it placed in a designated space accessible at all times. The garage also offers guest parking flexibility. If your space is unoccupied, you may allow anyone to use it at no charge. Additionally, extra guest parking is available for a fee, subject to availability—an excellent convenience for visitors in Beacon Hill!"|1|3/4/2025 1:51:00 PM|0|"N"|"NA110526"|"NA9365"|600000|5/1/2025||"Suffolk"|"MA"|"E"|80|0||"O"|"D"|"N"|||||"F"|"N"
"LD"|73341128|"CN236220"|"AN7634"|"SLD"|299000|"00"|"Tucker Rd"||157||"02747"|"N"|""|5|3/4/2025 9:12:00 PM|0|"N"|"CN236220"|"AN7634"|299000|6/24/2025||"Bristol"|"MA"|"A"|109956|2.52||"G,I,Q"|"A"|"N"|||||"B"|"N"
"LD"|73341288|"TM008670"|"M95356"|"SLD"|800000|"775"|"Salem End Rd"||46||"01702"|"N"|"This stunning 2.6-acre property on the highly coveted Salem End Rd offers endless possibilities. It was originally part of the Rosevelt estate when FDR's son lived there for about 4 years in the late 1930s. Featuring an existing 2 bed 1.5 bath house and foundation from a former house and barn, this land provides a unique opportunity to either develop two fine homes or create your dream home in a tranquil country setting. Located in close proximity to the historic Framingham Country Club, as well as major routes, shopping, and dining, this property offers both serenity and convenience. The buyer is responsible for conducting all due diligence. Don’t miss out on this rare opportunity to own a piece of Framingham's history and create the home or homes of your dreams. Please don't walk the land without appointment."|11|3/5/2025 8:46:00 AM|0|"N"|"BB804313"|"BB5398"|805000|5/14/2025||"Middlesex"|"MA"|"A"|113256|2.6|"A,C,E"|"A,I,U,X,O"|"A"|"N"|||||"A"|"N"
"LD"|73341326|"TM326677"|"AN8246"|"SLD"|280000|"Lot A"|"Wendell Rd"||502||"01072"|"N"|"An exceptional opportunity awaits in the scenic town of Shutesbury, offering over 28 acres of prime land with more than 1200 feet of frontage! This expansive parcel provides an ideal canvas for your next development project. Whether you’re looking to subdivide and create multiple buildable lots or seeking a tranquil retreat to enjoy as it is, the potential is truly limitless.The land features a perfect blend of mostly flat terrain, open fields, and wooded areas, providing versatile options for a variety of different residential uses. The spacious, open fields offer an inviting landscape for residential lots, while the wooded sections provide privacy, nature, and aesthetic appeal for future homeowners.This is your chance to secure a piece of land with incredible potential, surrounded by the natural beauty of Shutesbury, and develop it into something extraordinary or keep it as a peaceful getaway. Opportunities like this don’t come around often — make it yours."|12|3/5/2025 9:46:00 AM|0|"N"|"CN235624"|"AN8246"|280000|4/10/2025||"Franklin"|"MA"|"A"|1223164|28.08|"A,E"|"D,I,J,Q"|"A,B,F"|"N"||"N"||"N"|"B,C"|"N"
"LD"|73341433|"E9500718"|"E32001"|"SLD"|80000|"11"|"10Th St"||523||"01351"|"N"|"A great opportunity awaits with the large lot located in ‘The Patch’ area of Turners Falls. Zone HI for Historical Industrial use so there could be a lot of different ideas for the use of this property. There’s a slab that still sits and could potentially have use for another structure to be erected on it. There’s Power, Water and Sewer at the street waiting to be utilized. Make The Move and schedule your showing today."|4|3/5/2025 11:35:00 AM|0|"N"|"M8000520"|"AN8305"|92000|4/7/2025||"Franklin"|"MA"|"F"|39770|0.91|"A,C"|"D"|"A,B,G,M,D"|"N"|||||"B"|"N"
"LD"|73341475|"K8000863"|"AN8545"|"SLD"|174900|"358"|"W Sutton Rd"||434||"01590"|"N"|"Wooded 3+ Acre lot in West Sutton with 531' of road frontage! Town-approved 4-bedroom septic design is in place. Bring your house plans, apply to secure your building permit, and you could break ground this Spring! A watering hole to the south adds charm for nature lovers and animal enthusiasts. Conveniently located with easy access to Routes 395 and 146. Will need to drill well. Great opportunity to build your dream house!"|6|3/7/2025 4:06:00 PM|0|"N"|"CT002027"|"NB1705"|140000|5/22/2025||"Worcester"|"MA"|"A"|160586|3.69|"A,C,E"|"G,I"|"A"|"N"||"N"|||"B"|"N"
"LD"|73342689|"CN237239"|"AN7636"|"SLD"|349000|"8"|"Mansion Dr"||341||"01969"|"N"|"APPROVED BUILDABLE LOT. 3-Bedroom Septic System has already been Installed. Gorgeous location! 2 side by side Approximate 3/4 acre grandfathered lots in Rowley (being sold separately). Rarely do homes or land become available in this prestigious neighborhood. 3-Bedroom Septic System Installed, Gas, Electric and Water at street. Build your dream home and have a sense of seclusion in this country setting yet minutes away from essential amenities Rte 1 and I 95. Near the Forward Game Reserve and about a mile and a half to the boat launch and MBTA station. Don’t miss this opportunity! Buyer to do own due diligence for intended use."|17|3/7/2025 11:34:00 AM|0|"N"|"CN236042"|"AN7636"|349000|6/30/2025||"Essex"|"MA"|"A"|34198|0.79|"B,F"|"F,J,U"|"A"|"N"||"N"|||"B"|"N"
"LD"|73342691|"CN237239"|"AN7636"|"SLD"|349000|"16"|"Mansion Dr"||341||"01969"|"N"|"APPROVED BUILDABLE LOT. 3-Bedroom Septic System has already been Installed. Gorgeous location! 2 side by side Approximate 3/4 acre grandfathered lots in Rowley (being sold separately). Rarely do homes or land become available in this prestigious neighborhood. 3-Bedroom Septic System Installed, Gas, Electric and Water at street. Build your dream home and have a sense of seclusion in this country setting yet minutes away from essential amenities Rte 1 and I 95. Near the Forward Game Reserve and about a mile and a half to the boat launch and MBTA station. Don’t miss this opportunity! Buyer to do own due diligence for intended use."|17|3/7/2025 11:37:00 AM|0|"N"|"CN236042"|"AN7636"|340000|6/3/2025||"Essex"|"MA"|"A"|33756|0.77|"B,F"|"F,U"|"A"|"N"||"N"|||"B"|"N"
"LD"|73342719|"CN210035"|"AN4930"|"SLD"|499000|"0"|"Washington Street"||1|"008"|"02131"|"N"|"*****Builders, Developers, Entreprenuers******  Your chance to invest is here.  Location location location. Lot #10 at 5,989sf (R2). Being sold in conjunction with its connected neighbor 4301 Washington Street, a 3 family residential dwelling.  Please refer to MLS #73342718. Take a look at the site plan attached.  Together you have 10,875 sf.  Let your creative juices flow.  **Seller intends to sell both properties together**"|5|3/7/2025 12:27:00 PM|0|"N"|"CN228563"|"AN7770"|425000|6/16/2025||"Suffolk"|"MA"|"A"|5989|0.14||"U"|"B"|"N"|||||"B"|"N"
"LD"|73342894|"M0000692"|"AN4940"|"SLD"|70000|"lot A"|"Pynchon"||531||"01012"|"N"|"An outstanding forest sanctuary.  Five acres with some scenic, level areas to build your new home. This land is ready to go with a survey and a recent perk test, The setting has mature forest with stone walls and rock outcroppings. A private setting in a quiet area, yet close to Northampton, the colleges and the Berkshires."|13|3/7/2025 6:50:00 PM|0|"N"|"E0000BTM"|"AN5913"|70000|4/15/2025||"Hampshire"|"MA"|"A"|214750|4.93|"A,C"|"D,I"|"A"|"N"||"N"|||"B"|"N"
"LD"|73343188|"CN220109"|"AN6415"|"SLD"|185000|"0"|"Oak Ln"||851|"FDH"|"01030"|"N"|"RARE OPPORTUNITY - Build your dream home on this prime end-of-cul-de-sac lot in Feeding Hills! Enjoy privacy and a peaceful setting in a sought-after location. Perc test completed in 2022 and available upon request. Don’t miss out—schedule your showing today!"|2|3/9/2025 9:14:00 PM|0|"N"|"M8000541"|"M95329"|185000|4/4/2025||"Hampden"|"MA"|"A"|38077|0.87|"A,C,G"|"I"|"A"|"N"|||||"B"|"N"
"LD"|73343424|"K0002563"|"K95622"|"SLD"|140000|"21"|"Orrison St"||401||"01609"|"N"|"Here's the one your builder has been asking you to find! 14,361 sq ft single family ANR lot on West Side. Dead end street abutting Greater Worcester Land Trust."|6|3/10/2025 2:36:00 PM|0|"N"|"BB902582"|"K95533"|140000|4/2/2025||"Worcester"|"MA"|"A"|14361|0.33|"A,C"|"D"|"A"|"N"||"N"||"N"|"C"|"N"
"LD"|73343874|"K8001983"|"AN6459"|"SLD"|40000|"65"|"Birch Hill Rd"||424||"01585"|"N"|"Beautiful country lot 2.07 acres located on Birch Hill Road West Brookfield.  Buyer responsible for perc test at buyer's desired house location."|4|3/11/2025 1:33:00 PM|0|"N"|"K8001983"|"AN6459"|37000|4/15/2025||"Worcester"|"MA"|"A"|90169|2.07|"A,C,E"|"E"|"A"|"N"||"N"|||"B"|"N"
"LD"|73344195|"CN242347"|"AN6415"|"SLD"|125000|"Lot 3"|"Morgan St"||860||"01033"|"N"|"This beautiful, level lot in Granby MA is a prime opportunity for building your dream home, with key utilities and approvals already in place. The property features an approved septic design, an installed well providing a reliable water source, and a passed water test confirming water quality. Additionally, the lot has received approval from the Conservation Commission for soil fill to support the septic system, making it fully prepared for construction. With all these essential elements already handled, you can move forward with your project with ease. Don't miss this chance to secure a ready-to-build lot in a desirable location—schedule a visit today!"|4|3/12/2025 6:08:00 AM|0|"N"|"CN242347"|"AN6415"|115000|5/9/2025||"Hampshire"|"MA"|"A"|98881|2.27|"A"|"D,G,Q"|"A"|"N"||"N"|||"B"|"N"
"LD"|73344331|"BB809554"|"AN4893"|"SLD"|1300000|"50"|"East Street"||31||"02032"|"N"|"This 2.8-acre property offers a unique opportunity with its combination of residential and business zoning. Currently featuring a single-family home and a barn, the land provides ample space for development and expansion. With its business zoning, the property presents a variety of potential uses, from commercial ventures to mixed-use developments. Its versatile size and strategic location make it an ideal investment for those seeking to capitalize on its broad range of possibilities."|1|3/12/2025 10:18:00 AM|0|"N"|"BB809554"|"AN4893"|1300000|6/5/2025||"Norfolk"|"MA"|"F"|121968|2.8||"N"|"H"|"N"||"N"|||"A"|"N"
"LD"|73344721|"CN231402"|"AN8930"|"SLD"|62000|"0"|"Gilbertville Rd"||868||"01082"|"N"|"A spacious, level field perfect for building. In the southern corner, a small spring-fed pond is surrounded by shade trees. A brook runs along the back of the property, bordered by a wooded area and a stone wall marking the rear boundary. The southern section is marshland, which adds to the privacy, complemented by trees and shrubs lining the road and boundary. A curb cut is already in place from the state road. The property is zoned for both residential and business use, with the proper permitting."|17|3/15/2025 2:00:00 PM|0|"N"|"CN231402"|"AN8930"|62000|7/2/2025||"Hampshire"|"MA"|"F"|261247|6|"A,C,E,M"|"D,E,G,I,K,N,Q"|"A,B,H"|"N"||"N"|||"B"|"N"
"LD"|73345062|"FR800670"|"A98034"|"SLD"|329000|"0"|"Snipatuit Rd."||152||"02770"|"N"|"RETREAT LOT IN ROCHESTER.  Here is your opportunity to build your dream home on a private lot off of Snipatuit rd. located in beautiful Rochester on a 11.5 Acre lot. 7.91 acres of Upland. Your own private sanctuary in beautiful Rochester. Call for much more information. See attached to MLS listing plot plan."|3|3/15/2025 12:42:00 PM|0|"N"|"ct001972"|"an5489"|335000|5/2/2025||"Plymouth"|"MA"|"A"|503553|11.56|"A,C,E"|"I"|"A"|"N"||"N"|||"B"|"N"
"LD"|73345574|"BB910344"|"AN4902"|"SLD"|250000|"144"|"Charles Street, Space 2-15"||1|"102"|"02114"|"N"|"Continuing its long history of providing parking on Beacon Hill, the CHARLES STREET GARAGE is offering a limited number of PARKING CONDOMINIUM UNITS FOR PURCHASE. The Garage is a FULL-SERVICE, professionally managed, VALET garage, CONTINUOUSLY OPERATING 24-hours per day, 7 days per week. TEXT-AHEAD VEHICLE REQUEST available. The Charles Street Garage, with its on-site retail including J.P. Licks and Charles Street Animal Clinic, enjoys a premier location with excellent access to Mass General Hospital, Logan Airport, the MBTA Red Line, Storrow Drive and Routes 93, 1 and 90. This offering is restricted to Beacon Hill & West End residents, with each purchase providing deeded rights to a valet parking space, as defined & regulated through condo docs. This is a representative listing. Limited Number of Spaces Available for Purchase!"|2|3/14/2025 11:44:00 AM|0|"N"|"BB910344"|"AN4902"|250000|4/30/2025||"Suffolk"|"MA"|"E"|0|0|"A,C,E,I"|"O"|"D"|"N"||"N"||"N"|"A"|"N"
"LD"|73346337|"CN255780"|"AN7019"|"SLD"|50000|"59"|"Merrimac St"||156|"NFN"|"02740"|"N"|"Final Offers Due 03/25/2025. Unlock endless possibilities with this versatile mixed-zoning lot, perfect for residential, commercial, or mixed-use development. Located in a thriving area with easy access to highways, public transit, and local amenities, this property is ideal for a home, business, or investment project."|1|3/17/2025 1:57:00 PM|0|"N"|"CN255780"|"AN7019"|80000|5/2/2025||"Bristol"|"MA"|"F"|4791|0.11|"A"|"D,I"|"A,B,H,D"|"N"|||||"F"|"N"
"LD"|73346536|"CN219083"|"AC0048"|"SLD"|150000|"14"|"Montclair Dr"||445||"01501"|"N"|"Great opportunity to build the home of your dreams in a desirable location ,Close to all major Rts. Nice Corner lot."|3|3/17/2025 7:02:00 PM|0|"N"|"CN213028"|"AN5720"|141000|6/5/2025||"Worcester"|"MA"|"A"|40000|0.92|"A"|"H,I,J"|"A"|"N"|||||"C"|"N"
"LD"|73346776|"TM332056"|"AN6216"|"SLD"|30000|"13"|"Dorr"||1|"FHL"|"02119"|"N"|"Deeded Parking Space For Sale. Paved off street parking located in the Fort Hill neighborhood a short distance to the Roxbury Crossing T Station. Private parking lot consisting of 9 individual, separately deeded spaces. Monthly HOA fee of $46.01. This is a great location for local owners who seek off street parking as well as commuters who need a place to park and hop on public transportation into the city."|2|3/18/2025 12:28:00 PM|0|"N"|"TM332056"|"AN6216"|30000|6/9/2025||"Suffolk"|"MA"|"E"|200|0||"D"|"C,D"|"N"|||||"F"|"N"
"LD"|73346873|"TEAM0031"|"AN7365"|"SLD"|375000|"00"|"North Shore Drive"||66|"33M"|"01775"|"N"|"Almost 1.75 acres of virgin forested land! Located right across the street from the most desirable basin of lovely Lake Boon, this pristine piece of land has never been developed. Plenty of room to build the home of your dreams in this wooded, serene lake community. Lot has been perked and is ready for your plans. Please make appointment before walking the property."|3|3/18/2025 2:44:00 PM|0|"N"|"TEAM0031"|"AN7365"|400000|4/24/2025||"Middlesex"|"MA"|"A"|74923|1.72|"A,C,E"|"D,I"|"A"|"N"||"N"||"N"|"C"|"N"
"LD"|73346874|"CN236493"|"AN0427"|"SLD"|175000|"1501b"|"E. Rodney French"||156||"02744"|"N"|"Ideal location across the street from the ocean, boat ramp, beach, restaurant and bars.  Buildable ANR Lot zoned for residential single family with potential ADU set up - build to suit or bring your plans."|5|3/18/2025 2:46:00 PM|0|"N"|"CN259004"|"AN4271"|150000|4/14/2025||"Bristol"|"MA"|"A"|9400|0.22|"A,E"|"C,D,J,X"|"A"|"N"||"Y"|"J"||"B"|"N"
"LD"|73347230|"CN246392"|"M80022"|"SLD"|1388000|"72"|"Glades Rd"||202|"MIN"|"02066"|"N"|"Welcome to Minot Beach; a rare opportunity ready for your legacy! This shovel-ready parcel on Minot's coveted shoreline provides direct access to the beach any time of day, at high tide or low. Imagine waking up to the panoramic glow of the sun rising over Minot Light and ending your day with golden sunsets over Cohasset Harbor. With approvals in place, you can immediately start building your once-in-a-lifetime dream beachfront home at 72 Glades."|9|3/19/2025 10:04:00 AM|0|"N"|"cn246392"|"m80022"|1288000|4/25/2025||"Plymouth"|"MA"|"A"|6011|0.14|"A,C"|"B,C,X"|"A"|"Y"|"A"|"Y"|"J"|"N"|"A"|"N"
"LD"|73347621|"K8001847"|"K95508"|"SLD"|750000|"66"|"Westwood"||427||"01518"|"N"|"CEDAR LAKE WATERFRONT-STURBRIDGE.This is a once in a lifetime opportunity.Secluded 11.61 acre ( 500,069 square ft) PRISTINE UNDEVELOPED LAND ON CEDAR LAKE -1,640 feet of WATERFRONT- Cedar Lake is a fully recreational lake w/ boating, fishing and swimming in a unique, private,quiet and serene environmentOne of nicest lkfrnt communities..Abundant wildlife, this property is a nature lover's paradise. Arrive through a gravel driveway-119 ft of rd frontage Westwood Drive frtge is sufficient in which to construct a rd into the property, and development of 5 house lots or, start planning your family compound with creative adjustments.The lake's area is 183 acres, maximum depth approximately 14 ft.This lake is part of Chain of Lakes regional Park.Great area for walking and hiking.Close to major hwyys makes this the perfect location for commuting. Abundant shopping restaurants,nearby..Longtime family owned property-currently in 61BVideo footage available..LAKE LIFE IS A LIFESTYLE LIKE N0 OTHER"|29|3/19/2025 4:04:00 PM|0|"N"|"CN249049"|"AN7279"|625000|6/23/2025||"Worcester"|"MA"|"A"|505731|11.61|"B,D"|"E,I"|"A"|"Y"|"C"|||"N"|"B"|"N"
"LD"|73347629|"A9501834"|"AN0910"|"SLD"|250000|"817"|"Race Lane"||101|"MAM"|"02648"|"N"|"This wooded residential lot in Marstons Mills offers the best of both worlds for your Cape Cod dream home. Prime location ~  A beautiful, level lot loaded with mature holly, oak and pine trees near Olde Barnstable Fairgrounds Golf and town owned recreation/open space. Choose which mature trees to keep for beauty and natural screening/privacy.  Another bonus is the proximity to Hyannis shopping and restaurants (5 miles) and quick access to Route 6 (1.5 miles) for easy on and off-Cape travel.  For beach lovers, the Town of Barnstable offers numerous north and south side saltwater and freshwater beaches that are sure to please."|16|3/19/2025 4:17:00 PM|0|"N"|"A8001894"|"AN5974"|240000|6/11/2025||"Barnstable"|"MA"|"A"|47480|1.09|"A"|"D,I,J"|"A"|"N"||"N"|||"B"|"N"
"LD"|73347716|"BB982654"|"AN6216"|"SLD"|1350000|"3"|"Effie Place"||63||"02421"|"N"|"One of two, beautiful, level ½-acre lots in Lexington’s  “Prospect Hill.”  Rare opportunity to buy two permitted, abutting lots.  These outstanding lots are part of the new, four-home Briggs Hill luxury development.  Option to work with permitted, architectural plans for a 6,905sf residence.  These plans are “grandfathered in” which allows you to build additional living area, higher ceilings and to use natural & propane gas - all not permitted under current Zoning.  This is a rare opportunity to build with existing plans or your own plans.  Build-ready with all infrastructure in place; water, sewage, gas and electric stubbed at site.  Ready for you to break ground!   Includes completion of the Effie Place road and completion of Outlook drive in front of the development.  Superb neighborhood near top schools, jogging path, ballfields, parks, and Lexington Center. Three minutes to the Route 95/128 High-tech Belt and 20 minutes into Boston."|1|3/19/2025 6:09:00 PM|0|"N"|"CN259086"|"AN5755"|1350000|5/5/2025||"Middlesex"|"MA"|"A"|20416|0.47|"B,C,F,H"|"B,D,N"|"A"|"N"||"N"||"N"|"A,B"|"N"
"LD"|73347851|"CT005870"|"AN1790"|"SLD"|225000|"107"|"palmermill road"||206||"02338"|"N"|"2 plus acre retreat lot. Nice location side street real country feel. Cleared lot with perc done in 2024.  Builders package is offered if interested in a build."|0|3/19/2025 11:04:00 PM|0|"N"|"A9500009"|"AN8777"|225000|3/21/2025||"Plymouth"|"MA"|"A"|100000|2.3|"A,C,E"|"B,D,E,G,Q"|"A"|"N"||"N"||"N"|"B"|"N"
