PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|COUNTY|STATE|CI_TYPE|SPACE_AVAILABLE|RSU_UNITS|RSF_BLDG_SF|OFU_UNITS|OFF_BLDG_SF|REU_UNITS|REF_BLDG_SF|WAU_UNITS|WAF_BLDG_SF|MAU_UNITS|MAF_BLDG_SF|NO_STORIES|TOTAL_UNITS|TOTAL_BLDG_SF|LOT_SIZE|ACRE|PARKING_SPACES|PARKING_FEATURE|SHORT_SALE_LENDER_APP_REQD
"CI"|73399306|"TM357132"|"AN6888"|"ACT"|20|"939"|"Salem St"|"5"|353|"GRV"|"01834"|"N"|"For Lease: Versatile Commercial Condo on RT 97 – 939 Salem St, Unit 5, Groveland, MA. New England Commercial Advisors proudly presents this well-maintained commercial/office/retail condominium, ideally located on Route 97 in Groveland. Unit 5 offers approximately 951 SF of open-concept first-floor space, plus an additional ~650 SF of attic storage—perfect for a retail storefront or a professional office. Features include a private restroom, central heating and air conditioning, and ample on-site parking. Located within a 9-unit plaza with a well-run, self-managed association, this property combines convenience, functionality, and value.Why lease when you can own? Take advantage of this opportunity to invest in your business and build long-term equity. With its strategic location, excellent condition, and attractive price point, this unit is a smart move for any owner-user or investor."|21|7/2/2025 5:48:00 PM|0|"N"||"Essex"|"MA"|"F"|"B"|0|0|1|951|1|951|0|0|0|0|1|||0|0|30|"F,K,N,S,U"|"N"
"CI"|73399311|"CN213386"|"AC2022"|"ACT"|2250|"10"|"Cambridge St"||180||"02346"|"N"|"Brand-New Downtown Contractor Bays – Lease or Purchase Options, Ready for occupancy in just 30 days, these newly constructed contractor bays are located in a prime downtown location with excellent visibility and street signage available. Flexible leasing or purchase options available – buy one or multiple units. If purchased, units will be converted to commercial condos. Key Features: Available for Lease or Sale, Downtown location with street frontage and giant 14x14 overhead doors, General Use zoning – wide range of allowable uses (see attached use chart) Each unit includes: Private ADA bathroom, Mini-split Heat & AC, Potential mezzanine for added square footage, Easily adaptable for office build-out Town water & sewer Ample room for trades, light industrial, warehousing, and more. Easy to show--Construction nearing completion – ready for occupancy soon!"|5|7/2/2025 6:27:00 PM|0|"N"||"Plymouth"|"MA"|"F"|"C"|0|0|0|0|0|0|5|1300|0|0|1|||10000|0.23|3|"A,B,E"|"N"
"CI"|73399316|"CN216501"|"AC0925"|"ACT"|3800|"443"|"Moody St."||40||"02453"|"N"|"Awesome opportunity to get into prime Moody St location! The sky is yours to outfit this space to fit your business needs. Perfect for office or warehouse, this space is wide open, with additional space on the lower level with storage opportunity. 3 off-street designated parking spaces available with possibility of more, if needed. Exceptional location! NNN with base of $3800. Available any time!"|13|7/2/2025 7:07:00 PM|0|"N"||"Middlesex"|"MA"|"E"|"B"|0|0|1|1600|1|1600|1|1600|0|0|2|1|1600|0|0|3|"B,F,L,N,S"|"N"
"CI"|73399367|"CT002248"|"AC1408"|"ACT"|1|"90"|"School Street"||195|"QUC"|"02169"|"N"|"Prime Quincy Center location! Commercial building for lease with great highway access. With 14,000 square ft of commercial/warehouse space, this property is zoned BUSB. Brick building with an applied stucco facade with a new rubber roof and recently painted. 400 AMP electrical service, large gas service on-site with ample utility services available to suit many businesses. The lower part of the building has 3 good size bays with direct access to the lower level consisting of 12+ ft ceiling height. In addition, there is 6 off-street parking spaces. Previously used as warehouse space and window manufacturing facility. Triple Net Lease (NNN) paid by tenant. Space can be subdivided to suit individual needs and option to accomodate multiple tenant leases. Whether you’re a homegrown accelerating startup looking to expand or a thriving business looking to relocate this property will provide the exposure and location for any business to succeed!"|8|7/2/2025 10:03:00 PM|0|"N"||"Norfolk"|"MA"|"A"|"B"|0|0|0|0|0|0|1|14000|0|0|2|||10031|0.23|5|"A,N"|"N"
"CI"|73399393|"BB300621"|"BB9342"|"ACT"|12|"149"|"TREMONT STREET"||173||"02780"|"N"|"An excellent opportunity for an accounting firm, clothing store, dance studio, dental office, gym, law office, physical therapy practice, or smoke shop. Superior anchor is Trucchi's Supermarket. Unit has two ADA compliant restrooms."|1|7/3/2025 6:11:00 AM|0|"N"||"Bristol"|"MA"|"A"|"B"|0|0|0|0|1|2800|0|0|0|0|1|1|2800|304048|6.98|50|"F,K,L,N,U"|"N"
"CI"|73399396|"BB300621"|"BB9342"|"ACT"|12|"151"|"TREMONT STREET"||173||"02780"|"N"|"An excellent opportunity for a drug store, hardware store, medical offices, etc. Superior anchor is Trucchi's Supermarket."|1|7/3/2025 6:58:00 AM|0|"N"||"Bristol"|"MA"|"A"|"B"|0|0|0|0|1|8600|0|0|0|0|1|1|8600|304048|6.98|50|"F,K,L,N,U"|"N"
"CI"|73399418|"FR800292"|"AN3817"|"ACT"|352900|"190"|"Cherry St"||161||"02720"|"U"|"Solid and versatile structure currently used as a place of worship, offering over 3,400 square feet of functional space. The main floor features an open venue space with a residential-style kitchen—perfect for gatherings or events. The second floor boasts a spacious sanctuary area. Additional highlights include two restrooms, multiple private offices (2 on the main floor and 1 above the sanctuary space overlooking the 2nd flr), and two separate entrances: one accessing the main level, the other leading directly to the sanctuary.  Street parking, a newer roof, updated heating system, and strong structural integrity. Ideal opportunity for businesses, community organizations, or places of worship seeking a well-maintained, adaptable space. Zoned BL/BN, additional uses may require a special permit and variance—buyers to conduct due diligence with the city."|15|7/3/2025 8:35:00 AM|0|"N"||"Bristol"|"MA"|"G"|"A"|0|0|0|0|0|0|0|0|0|0|2||3456|5018|0.12|0|"G"|"N"
"CI"|73399423|"CN227113"|"AN8977"|"ACT"|700000|"73"|"Chestnut St"||839||"01103"|"N"|"Prominent and historic professional office building available for sale in downtown Springfield. 73 Chestnut, known historically as Rose Cottage, is situated adjacent to the Springfield Museums campus, seconds from Metro Center and area highways. The building comprises three levels of beautiful office suites, including a finished basement, and a partially finished top floor that is currently used for storage. The interior features rich wood and brick craftsmanship throughout. The property benefits from good visibility on busy Chestnut Street and a paved, private driveway for parking. Many investment, owner-occupant, or redevelopment possibilities."|42|7/3/2025 8:54:00 AM|0|"N"||"Hampden"|"MA"|"E"|"A"|0|0|15|7983|0|0|0|0|0|0|3|15|7983|6286|0.14|4|"F,G,N,R,S"|"N"
"CI"|73399430|"CT007596"|"AN5786"|"ACT"|500|"7"|"Winn St"||301||"01801"|"U"|"Terrific Woburn location, multiple 2nd floor office spaces, perfect for therapists, lawyers, or any professional looking to get out of the home and have a place to meet with clients and get work done."|2|7/3/2025 9:24:00 AM|0|"N"||"Middlesex"|"MA"|"A"|"B"|0|0|3|170|0|0|0|0|0|0|2|3|510|9583|0.22|1|"A"|"U"
"CI"|73399449|"TM332056"|"AN6216"|"ACT"|29|"52B"|"Waltham St"||63||"02421"|"N"|"Rare Lexington Center Office Lease OpportunityDiscover a rare chance to lease a charming, standalone commercial building in the heart of Lexington Center. This 1,123 sq. ft. space includes three offices and a flexible loft—ideal for a boutique firm, creative studio, or professional services business.With classic curb appeal, a private entrance, and beautifully maintained landscaping, 52B Waltham Street makes a strong first impression. Enjoy the convenience of off-street parking and immediate access to everything Lexington Center has to offer—local shops, restaurants, the Minuteman Bikeway, and more.This turnkey space offers visibility, flexibility, and an unbeatable location—an inspiring setting for both clients and your team."|14|7/3/2025 10:23:00 AM|0|"N"||"Middlesex"|"MA"|"A"|"B"|0|0|1|1123|0|0|0|0|0|0|2|1|1123|0|0|3|"B,N"|"N"
"CI"|73399473|"CN231906"|"AN4190"|"ACT"|1|"100"|"Central St"||428||"01550"|"U"|"Unlock the potential of your business at this remarkable property featuring four versatile retail spaces, perfectly situated in the vibrant central business district of Southbridge. This high-traffic location ensures maximum visibility and foot traffic, making it an ideal destination for any entrepreneur looking to thrive.Big space - street side aprx. 2000 SF $2000Hardwood studio (2 rooms) —1400 SF $1500Art studio 1000 SF $1400Garage 1600 SF $1700"|24|7/3/2025 11:24:00 AM|0|"N"||"Worcester"|"MA"|"A"|"B"|0|0|0|0|4|6000|0|0|0|0|1|||18731|0.43|20|"F,J"|"U"
"CI"|73399482|"CN207069"|"AN7226"|"ACT"|3500|"46"|"Court St"|"1"|213|"44B"|"02360"|"N"|"Exceptional street-level visibility in the heart of vibrant Downtown Plymouth! This first-floor space features an open and flexible layout, ideal for retail or office use. Includes both a full and half bathroom for added convenience. The partially finished basement offers valuable additional space for storage or expanded work areas. Located in a high-foot-traffic area, this versatile space is perfect for start-ups or growing businesses looking to establish a presence in a sought-after location. Street parking only."|2|7/10/2025 7:13:00 PM|0|"N"||"Plymouth"|"MA"|"A"|"B"|0|0|1|1783|1|1783|0|0|0|0|2|1|1783|0|0|0|"G"|"N"
"CI"|73399532|"B8001252"|"AC1590"|"ACT"|2950|"41"|"Lebanon St"||15||"02148"|"N"|"FOR LEASE - AVAILABLE NOW. A very active commercial location in busy Maplewood square Malden.  Approximate walk-in space of 1,100 SF+/- on Lebanon St. including back door building access and full basement. Suitable for a wide range of commercial uses but not to compete with current existing building businesses.  Two dedicated on-site parking spaces included with this lease. Easy to show.  Phone broker to coordinate showing times."|1|7/3/2025 1:08:00 PM|0|"N"||"Middlesex"|"MA"|"A"|"B"|0|0|0|0|1|1100|0|0|0|0|1|1|1100|11739|0.27|1|"A"|"N"
"CI"|73399549|"E0000JMZ"|"AN1019"|"NEW"|499000|"14"|"Sugarloaf St"||522||"01373"|"N"|"Recently remodeled cottage presents an enticing opportunity for prospective homeowners or investors. An open & flexible floor plan, this 4RM/1BR/1.5BA dwelling is designed to accommodate diverse lifestyles. The integration of a fully applianced kit/DA/LR/office creates a seamless flow that enhances both functionality & comfort. Located in a prime downtown area, it offers unparalleled accessibility to local amenities where a vibrant community atmosphere provides convenience for daily activities. The property’s commercial zoning opens avenues for potential business ventures or home-based enterprises, making it an attractive option for those looking to balance work & leisure effectively.The interior aesthetic of the cottage is characterized by meticulous craftsmanship. Features like built-ins, pine floors, double sided FP & shiplap details contribute to its charm & warmth. Two pkg spaces further enhances its practicality in a bustling downtown setting. An ideal place to work & play!"|29|7/3/2025 2:13:00 PM|0|"N"||"Franklin"|"MA"|"G"|"A"|1|1400|1|0|0|0|0|0|0|0|2|1|1400|3485|0.08|2|"A,G,M"|"N"
"CI"|73399590|"C0343301"|"C95266"|"ACT"|6500000|"103 & 99"|"Main Street"||328|"10X"|"01929"|"N"|"GREAT MARSH BREWING COMPANY, Two buildings, 99 Main Street and 103 Main Street, almost 1.8 acres total land with Essex River frontage.   Freezer and refrigeration capacity to accommodate the massive size of this facility.  Nothing like being ready to make a profit from the very first day. Highest-quality building in our area, constructed from the best materials for long-lasting durability, suitable for extensive public use. The construction costs today far exceed the asking price. The second-floor level features a 235-seat restaurant and a fully equipped, nearly new kitchen.  The bar upstairs is over 50 feet long. Expansive views of the Essex River, Great Marsh, and sands of Castle Neck to the ocean.  A major brewery operation working as a bottling and canning factory, ready for operation, first-level tap room with a large bar.  All fixtures and equipment are first-rate. Total building capacity 285 persons."|13|7/3/2025 5:15:00 PM|0|"N"||"Essex"|"MA"|"A"|"A"|0|0|0|0|1|11498|1|0|1|6484|2|1|13297|77920|1.79|50|"F,N,S"|"N"
"CI"|73399654|"K9502929"|"AN6300"|"ACT"|247000|"27"|"Mechanic St"|"103 & 105"|401||"01608"|"N"|"Prime Office Condo - discover this exceptional ±1,717 SF professional office suite - comprised of 2 combined units (103 & 105), located in the heart of downtown Worcester, a city experiencing exciting growth and revitalization. Conveniently located one block from City Hall, The Mercantile, and the DCU Center. This well-maintained condo offers abundant natural light throughout, with two private work areas, a large conference/training room, and a convenient kitchenette for staff & client meetings. The space comes fully furnished, providing a turnkey solution for any professional user. Includes private basement storage for added convenience. Positioned near the courthouse, this space is perfect for attorneys, accountants, or consultants seeking a central, accessible location. Downtown Worcester's growth includes mixed-use projects and modern offices, making this suite ideal for businesses looking to be part of the city's dynamic evolution & one of New England’s most exciting urban centers"|24|7/4/2025 5:34:00 AM|0|"N"||"Worcester"|"MA"|"F"|"A"|0|0|1|1717|0|0|0|0|0|0|1|||0|0|0|"G"|"N"
"CI"|73399674|"TEAM0227"|"K95476"|"ACT"|619000|"294"|"E Main St"||422||"01515"|"N"|"NEW SEPTIC TO BE INSTALLED! Prime income-producing waterfront asset on Lake Lashaway. Features three residential units—two 1-bedrooms and one 2-bedroom—plus a flexible commercial space ideal for retail, office, or café. All units are currently rented below market, offering significant upside for increased cash flow. Lease all for maximum return or occupy one and offset expenses. Located on a full-recreational lake with high year-round demand. Strong rental history, flexible zoning, and attractive waterfront setting make this a strategic opportunity. Septic design on file and approved by the town."|42|7/4/2025 10:02:00 AM|0|"N"||"Worcester"|"MA"|"G"|"A"|3|0|0|0|0|0|0|0|0|0|3|4|3534|4600|0.11|3|"E,O,S"|"N"
"CI"|73399679|"TM350594"|"AC0342"|"ACT"|2400|"246"|"Main Street"|"C"|49||"01749"|"N"|"Prime 2,600± SF commercial space available for lease in downtown Hudson’s thriving Central Business District. Located in a newer construction building, this versatile unit features high ceilings, an open floor plan, two restrooms in building, HVAC, and abundant parking. With excellent visibility on busy Main Street and just minutes from I-495 and I-290, this location offers strong foot and vehicle traffic. Zoned CND and ideal for a variety of uses including fitness, boutique retail, wellness studio, salon, creative office, gallery, event space, or a café or restaurant with proper approvals. The space is currently occupied by a successful boxing and fitness gym, and business assets are also available for purchase—see MLS #73377539. Tenant is responsible for utilities, insurance, and customary expenses. Flexible lease terms available; subject to landlord approval. A rare opportunity to establish your business in one of MetroWest’s most vibrant downtown communities."|9|7/4/2025 11:01:00 AM|0|"N"||"Middlesex"|"MA"|"H"|"B"|0|0|0|0|1|2600|0|0|0|0|4|1|2600|0|0|20|"F,G,K,S,U"|"N"
"CI"|73399700|"G0002769"|"AN4556"|"ACT"|750|"39"|"Central St"|"1"|458||"01432"|"N"|"End unit office space with reception room, office area, and private restroom. Busy location in the business section of Central Ave a short distance to Ayer Center. The space lends itself to a variety of small business operations. Central Ave is a busy street with the post office, restaurants, and stores nearby."|11|7/4/2025 1:14:00 PM|0|"N"||"Middlesex"|"MA"|"A"|"B"|0|0|1|500|0|0|0|0|0|0|1|1|500|23087|0.53|2|"A,F,S,U"|"N"
"CI"|73399748|"K0001427"|"K01527"|"ACT"|2176|"128"|"Main Street"|"4"|427||"01566"|"N"|"***Vacant - office, medical or retail space. *** Sharp plaza. Located in an active downtown area. Very well maintained inside and out. ADA compliant. Double door and windows face Main Street. 5 offices, large open area for 3+ desks, conference room, reception area and kitchen. 2 areas dedicated to storage. Good tenant mix. Central air, signage. Draw from Sturbridge and Southbridge, one half mile to Southbridge town line.   Providing exceptional access to Route 49, Rt. 20, Rt. 148, I84 and I 90, making the property very accessible throughout Central New England. 3 miles to I84 and Mass. Pike. <2 miles to UMASS Harrington Hospital. This section of Sturbridge includes destination retailers such as Tractor Supply, Planet Fitness, Shaw' s & Ocean State Job Lots, Mondovi Dental, Mobil, Verizon, RE/MAX, Dunkin, Like new interior. ADA compliant. Plenty of off-street parking. .*********** If you want to impress your customers or clients, this is the place.***********"|16|7/5/2025 1:14:00 AM|0|"N"||"Worcester"|"MA"|"G"|"B"|0|0|1|1541|0|0|0|0|0|0|1|1|1541|43560|1|50|"K,N,S"|"N"
"CI"|73399823|"CN255817"|"K95368"|"ACT"|6000|"240"|"Shrewsbury"||403||"01505"|"Y"|"Don’t miss this incredible opportunity to lease 7,200 sq. ft. first-floor commercial space available in Boylston, MA, with direct access to I-290 and major highways perfect for taking your business to the next level. This spacious, versatile property is ideal for retail, warehouse, distribution, office, showroom, fitness center, or other uses, offering an open layout that can be customized to fit your vision. Located in a high-traffic area with excellent visibility, ample parking, and easy connectivity, this space provides everything you need to attract customers and grow your business. Terms of the lease are negotiable. Schedule a tour today to see how this property can work for you"|12|7/5/2025 2:30:00 PM|0|"N"||"Worcester"|"MA"|"A"|"B"|0|7200|1|7200|1|7200|1|7200|1|7200|0|0|7200|248727|5.71|25||"N"
"CI"|73399837|"F00196RM"|"F19601"|"ACT"|2075|"369"|"Merrimack Street"||365||"01844"|"N"|"Second floor office suite with 3 offices reception area, kitchenette. Elevator and Common bathrooms off street parking. Triple net lease 5 year. Perfect for lawyer, real estate office, massage therapist so many options. Available now."|18|7/13/2025 2:00:00 PM|0|"N"||"Essex"|"MA"|"A"|"B"|0|0|6|1050|0|0|0|0|0|0|2|||37292|0.86|20|"J,L,N,S,U"|"N"
"CI"|73399842|"CN256314"|"K01527"|"ACT"|5250|"54"|"West Main St"||868||"01082"|"N"|"Attention restaurant owners, managers, and chefs: Are you thinking of starting or expanding your restaurant? The former Debbie Wong building in Ware is available for lease and is already set up as a complete restaurant, with use of existing equipment included. The space is approximately 4,500 sqft and includes a 76 seat dining room/bar, private office, large commercial kitchen, and multiple storage rooms, as well as a large parking lot. The other tenant in the building is a driving school with separate access. Tenant is responsible for buildout and utilities. Flexible lease terms available."|10|7/7/2025 11:52:00 AM|0|"N"||"Hampshire"|"MA"|"A"|"B"|0|0|0|0|1|4500|0|0|0|0|1|||27878|0.64|30|"K,S,U"|"N"
"CI"|73399897|"BB954332"|"AC1153"|"ACT"|2995|"1737A"|"Centre St"||1|"009"|"02132"|"N"|"Start your dreams here!  This freshly renovated space has endless possibilities. Located right at the corner of a busy intersection, you are guaranteed high visibility.  The 900 sq/ft+ for retail or office on the street level space is open and deep with a spacious bathroom separating the last third of the floor.  The full-view glass bow-front windows make this space inviting, while bright new LED lighting will bring out the best of your ideas.  The lower level has is more than 950 sq/ft  and has been prepped for storage or whatever you might want to add.  There's even a new ½ bath, just added."|21|7/6/2025 11:46:00 AM|0|"N"||"Suffolk"|"MA"|"A"|"B"|0|0|1|1886|1|1886|1|1886|0|0|2|1|1886|7055|0.16|0|"G"|"N"
"CI"|73399946|"CN219930"|"AN6666"|"ACT"|4500|"71"|"Water St"||107||"02543"|"N"|"Prime business location in the heart of Woods Hole Village! 71 Water Street offers exceptional visibility and foot traffic, making it an ideal space for restaurant, retail, gallery, or office use. Situated along bustling Water Street with direct views of the harbor, ferry terminal, and within walking distance to the Shining Sea Bike Path, ferry to Martha’s Vineyard, and numerous shops and attractions.This unique space provides excellent exposure to both locals and seasonal visitors, perfect for entrepreneurs, established businesses, or expanding brands looking to capitalize on one of Cape Cod’s most desirable locations. High-traffic area with excellent street visibility; Waterfront location with scenic views; Surrounded by shops, restaurants, ferry terminal, and bike path. Ideal for restaurant, café, retail, gallery, or office use.  Flexible lease terms available. Rare opportunity to position your business in one of Falmouth’s most iconic and high-demand location. Don’t miss out!"|30|7/6/2025 4:59:00 PM|0|"N"||"Barnstable"|"MA"|"A"|"B"|0|0|0|0|1|2543|0|0|0|0|2|1|2543|2069|0.05|0||"N"
"CI"|73399973|"CT005907"|"NB4834"|"ACT"|2695|"87-89"|"Lynnway"||312||"01902"|"N"|"Incredible business opportunity to lease a mixed-use property with Ocean and Yacht Club views from both units. Rent 700 SF three room office space and attached one bedroom residential unit directly above commercial space. Built out commercial space with huge store front glass windows--currently used as real estate/construction office. Second floor features newly renovated 2 bed 1 bath unit with hardwood floors throughout, new cabinets, appliances and tiled bathroom and bonus brand new deck front porch overlooking seaport Marina. Walk down the street to beaches or commuter rail. On street commercial parking out front of building for business. Lease also includes laundry. First floor Office has half bathroom and second floor residential has full bath."|7|7/6/2025 8:39:00 PM|0|"N"||"Essex"|"MA"|"G"|"B"|2|2900|1|700|0|0|0|0|0|0|2|3||3656|0.08|0|"G"|"N"
"CI"|73400137|"TM333617"|"AN3217"|"ACT"|300|"9"|"S 6Th St"||156|"NCE"|"02740"|"N"|"Looking for an affordable office in the middle of Downtown New Bedford? Look no further, good size office on first floor of a large multi tenanted building. Office lease includes all utilities.  Adjacent to restaurants, court houses, library, City Hall, Registry of deeds, and waterfront.  If looking for an ideal location to open your business, use as a satellite office, we are here to assist. Parking available. Showing now......"|3|7/7/2025 10:29:00 AM|0|"N"||"Bristol"|"MA"|"E"|"B"|0|0|1|300|0|0|0|0|0|0|3|1|300|5968|0.14|0|"Q"|"N"
"CI"|73400189|"CN235721"|"AN8461"|"ACT"|100|"655"|"Tremont Street"||1||"02118"|"N"|"Second-Generation Cafe Available for lease in Boston's South End. The space will be available on May 1, 2026. The space is not vented but is zoned for a non-vented food use."|1|7/7/2025 11:19:00 AM|0|"N"||"Suffolk"|"MA"|"F"|"B"|0|0|0|0|1|1161|0|0|0|0|1|||1|0|0||"N"
"CI"|73400242|"G0002816"|"D79501"|"ACT"|20|"319"|"Littleton Road"|"304"|379||"01886"|"N"|"Office condo unit available in well maintained, professional office building with ample parking and easy access to Rt 495, Route 2 and numerous area amenities. Suite features a ribbon window line for lots of natural light and contains a private office, conference room and large training area/ open workspace area.  The building common areas are well maintained and professional for employees and clients."|6|7/7/2025 12:28:00 PM|0|"N"||"Middlesex"|"MA"|"F"|"A"|0|0|1|1222|0|0|0|0|0|0|3|1|1222|0|0|6||"N"
"CI"|73400243|"E0000BTM"|"AN5913"|"ACT"|10000|"141"|"King Street"||530||"01060"|"N"|"Prime Commercial Opportunity- The former King Auto Body shop is now available. A well-positioned commercial property on bustling King Street in Northampton. Situated on 0.37 acres, this versatile site features a spacious 7,576 square foot building, offering a flexible layout suitable for a wide range of business uses. Two bathrooms, an office area a dedicated maintenance room and high ceilings are some of the features. A wide open interior bay ideal for automotive, warehouse, light manufacturing or creative development .Zoning and configuration allow for many possibilities. Continue its legacy as an auto service or transform it into a studio ,distribution center ,retail space or mixed use development.  With excellent visibility and easy access to major routes this property is located in one of Northampton's most active commercial corridors."|22|7/7/2025 12:30:00 PM|0|"N"||"Hampshire"|"MA"|"B"|"B"|0|0|1|100|0|0|1|4645|0|0|1|||16145|0.37|30||"N"
"CI"|73400267|"CN240702"|"AC0756"|"ACT"|600|"20"|"Del Carmine St"||307||"01880"|"N"|"Private office spaces available for rent in a prime Wakefield location, just minutes from I-95 and the MBTA. Utilties are included.On-site and street parking are available, and the property is walkable to local restaurants, cafes, and banks. Flexible lease terms offered in a clean, well-managed building. Schedule a tour today."|4|7/7/2025 1:00:00 PM|0|"N"||"Middlesex"|"MA"|"A"|"B"|1|1|1|1|1|1|1|1|1|1|2|||101930|2.34|1|"A"|"N"
"CI"|73400329|"TM359421"|"AN7557"|"ACT"|1300|"369"|"Broadway"|"101"|14||"02149"|"N"|"Beautiful office space with 2 rooms. Front facing with excellent natural light.  Lovely common area with 4 common area bathrooms and nice hallways."|6|7/20/2025 1:06:00 PM|0|"N"||"Middlesex"|"MA"|"E"|"B"|0|0|1|350|0|0|0|0|0|0|1|1|350|999|0.02|0|"G"|"N"
"CI"|73400348|"CN218479"|"AN3222"|"ACT"|1900|"90"|"Nashua Rd"||1125||"03053"|"N"|"Now available for lease: a spacious commercial condo perfectly situated just off I-93 in a four-unit condo complex. This versatile unit offers two fully finished levels, featuring multiple private offices, a welcoming lobby/reception area, and a large open-concept lower level ideal for team workspace, training, or storage—complete with its own private office. With two convenient kitchenette areas and a bathroom, this space is both functional and flexible, designed to meet the needs of a variety of businesses. Whether you're expanding or just starting out, this prime location offers high visibility, easy access for clients and employees, and the professional presence your business deserves."|26|7/7/2025 2:32:00 PM|0|"N"||"Rockingham"|"NH"|"E"|"B"|0|0|1|1860|0|0|0|0|0|0|2|||0|0|4|"A,U"|"N"
"CI"|73400375|"CN206071"|"E21601"|"ACT"|395000|"6"|"Parc Pl"|"A"|861||"01073"|"N"|"COMMERCIAL OFFICE CONDO WITH AN EXCEPTIONAL LOCATION is situated very close to the center of Southampton.  The space was previously used as a physician's office and is configured to accommodate multiple patients and clients. The unit includes a good-sized waiting/reception area, patient rooms/offices, kitchenette and half bath. The basement area of 950 SF is in addition to the office area of 1,461 SF. The condo fee of $265 / mo includes water, parking, snow removal, landscaping, trash removal and master insurance. This first-floor office condo is ideally set up to accommodate a (medical practice, law office, hair salon, consulting firm etc.)  The building is of high quality and is extremely well maintained."|18|7/7/2025 3:03:00 PM|0|"N"||"Hampshire"|"MA"|"F"|"A"|0|0|1|1461|0|0|0|0|0|0|2||1461|0|0|10||"N"
"CI"|73400452|"TM357921"|"AN3108"|"ACT"|16000000|"108-116"|"Winthrop Rd"||12||"02445"|"N"|"We are pleased to present the opportunity to acquire 108-116 Winthrop Road, a boutique 18-unit, 100% market rate apartment building located in the heart of Brookline, Massachusetts. The property is situated in one of the most sought after streets in the coveted Washington Square neighborhood.  The building features charming common area spaces, attractively landscaped grounds, 14 on-site parking spaces, five (5) 3-bedroom units, ten (10) 3-bedroom units with dens and three (3) 3-bedrooms with two bathrooms units. All the apartment units offer large floor plans with oversized bedrooms, high ceilings, hardwood floors, large closets, and abundant natural light. Units have been updated with renovated kitchens and bathrooms. With these upgrades, and significantly below market rents, a new owner could significantly increase rents. The building is located a short walk from the MBTA Green line and a variety of bus routes. Group showings 7/8 & 7/10"|17|7/7/2025 4:34:00 PM|0|"N"||"Norfolk"|"MA"|"C"|"A"|18|34849|0|0|0|0|0|0|0|0|3|||17424|0.4|14|"B"|"N"
"CI"|73400493|"K8000689"|"AN6245"|"ACT"|2495|"6"|"Waldo St"||401||"01608"|"N"|"Freshly remodeled retail/office/medical space for lease in prime downtown location just steps to the court house, restaurants, and entertainment venues. This 1,200 SF space is ground level and includes an open lobby, one office, kitchen area, and 1/2 bath. Recent laminate floors, paint, and lighting are just a few of the improvements that make this space move in. Don't hesitate - check it out today!"|18|7/7/2025 5:13:00 PM|0|"N"||"Worcester"|"MA"|"A"|"B"|0|0|1|1200|1|1200|0|0|0|0|1|1|1200|1|0|1||"N"
"CI"|73400625|"A8002056"|"AN7121"|"ACT"|675000|"195"|"Underpass Rd"||103||"02631"|"N"|"A unique opportunity to run your business from your home! This ranch style house sits on a .41 acre commercially zoned lot. Great visibility on a main road for your business, yet the deck and yard behind the house offer a private retreat. It abuts a vacant .34 acre parcel that is also for sale, MLS listing #! A 3 BR home and 3 garage bays, storage above, and a horseshoe driveway with lots of parking. 1 flr living with the laundry on 1st floor.  In 2013, the house was completely gutted; re-insulated; interior doors, sliders and most windows replaced; and all new plumbing and electrical! The roof was done in 2024. The private bath in the main BR has tile flrs and a walk-in shower.  The 3rd BR is a separate studio suite with a full bath, ductless AC/heat and exterior access. The main part of the house has gas hot water heat and hardwood flrs with tile flrs in the kitchen. Full basement with 1 finished room used as an office. Please watch video. Buyers/agents to confirm details."|42|7/7/2025 9:33:00 PM|0|"N"||"Barnstable"|"MA"|"G"|"A"|1|1204|0|0|0|0|0|0|0|0|1|1|1204|17859|0.41|9|"E,N"|"N"
"CI"|73400654|"BB809571"|"AN0907"|"ACT"|32|"2"|"Park Plaza"|"penthouse"|1|"108"|"02116"|"N"|"Top floor of the building. Totally renovated creative work space. Currently used by a tech company. Large kitchenette, two private bathrooms- (one has a shower), and private entry/exits. Must see! Unbelievable office space over looking Boston Common. Gorgeous entryway. Elevator building. Circular elevator and staircase. Owner provides heat and air conditioning. Tenant pays electrical. Nights/weekends are an extra heating/cooling cost. Heat pump - electrical (all on a timer). Don't miss this space! Bring offers."|35|7/7/2025 11:47:00 PM|0|"N"||"Suffolk"|"MA"|"E"|"B"|0|0|1|5211|0|0|0|0|0|0|7|1|5211|5672|0.13|0|"G"|"N"
"CI"|73400656|"BB809571"|"AN0907"|"ACT"|2200|"288"|"Walnut"|"4th"|39|"NVL"|"02460"|"N"|"Come and visit this 4 room suite. 3 offices and a common area. Old church building converted to office building in 80's.Parking available in neighborhood or plenty of on street parking availaible right across from building. Commuter rail stops right at this building. Super market across the street. Great walking area- 88 walk score."|10|7/7/2025 11:48:00 PM|0|"N"||"Middlesex"|"MA"|"E"|"B"|0|0|1|650|0|0|0|0|0|0|4|1|650|9999|0.23|1||"N"
